9/13/17,70,54,0
6/27/17,72,54,0
6/29/17,77,54,0
7/19/17,78,54,0
6/23/17,80,54,0
6/6/17,84,54,0
6/8/17,64,55,0.27
6/21/17,69,55,0
6/28/17,69,55,0
9/23/17,69,55,0
9/26/17,72,55,0
6/2/17,73,55,0
8/25/17,75,55,0
7/2/17,77,55,0
5/27/17,84,55,0
9/28/17,87,55,0
6/20/17,70,56,0
5/3/17,76,56,0.19
9/29/17,68,56,0.04
6/3/17,65,56,0
6/18/17,71,56,0
5/20/17,72,56,0
6/26/17,73,56,0
7/1/17,73,56,0
7/7/17,73,56,0
7/11/17,74,56,0
9/14/17,74,56,0
7/17/17,76,56,0
7/15/17,77,56,0
8/15/17,77,56,0
7/14/17,80,56,0
7/18/17,81,56,0
9/1/17,82,56,0
7/5/17,83,56,0
7/6/17,84,56,0
6/1/17,69,57,0
9/25/17,66,57,0.02
6/7/17,79,57,0.02
6/19/17,71,57,0
7/27/17,71,57,0
7/16/17,73,57,0
9/10/17,74,57,0
8/20/17,76,57,0
9/27/17,77,57,0
7/12/17,78,57,0
7/21/17,78,57,0
5/22/17,81,57,0
8/21/17,81,57,0
8/26/17,81,57,0
6/30/17,83,57,0
7/26/17,83,57,0
7/3/17,70,58,0
8/24/17,72,58,0
8/18/17,74,58,0
7/13/17,76,58,0
8/19/17,77,58,0
7/28/17,78,58,0
7/8/17,80,58,0
7/24/17,80,58,0
8/16/17,81,58,0
5/28/17,82,58,0
7/29/17,82,58,0
8/12/17,76,59,0.02
7/10/17,73,59,0
8/14/17,73,59,0
9/12/17,76,59,0
7/9/17,79,59,0
8/5/17,82,59,0
7/31/17,83,59,0
9/9/17,69,60,0
8/23/17,74,60,0
7/20/17,75,60,0
8/6/17,79,60,0
8/11/17,80,60,0
8/7/17,83,60,0
7/25/17,84,60,0
8/27/17,84,60,0
8/13/17,71,61,0
8/28/17,88,61,0
8/30/17,77,61,0
9/4/17,86,61,0
6/24/17,87,61,0
8/29/17,87,61,0
8/22/17,88,61,0
9/2/17,88,61,0
9/8/17,72,62,0
8/17/17,77,62,0
8/31/17,74,62,0
7/30/17,81,62,0
8/8/17,86,62,0
8/1/17,87,62,0
8/10/17,87,62,0
7/23/17,75,63,0
8/9/17,87,63,0
6/25/17,93,63,0
9/7/17,76,64,0
7/22/17,86,64,0
9/3/17,87,64,0
8/4/17,93,64,0
9/6/17,82,65,0
8/3/17,90,67,0
9/5/17,84,68,0
8/2/17,87,68,0
