1/6/17,42,18,0
1/5/17,37,19,0
1/12/17,40,21,0
2/21/18,35,23,0.02
1/13/17,38,23,0
1/4/17,39,23,0
1/14/17,43,23,0
1/15/17,44,23,0
2/23/18,40,24,0
1/2/17,37,25,0
1/7/17,39,25,0
2/22/18,39,26,0
2/2/17,47,26,0
12/24/17,39,26,0.11
1/11/17,36,26,0
12/23/17,40,26,0
12/11/17,50,26,0
2/20/18,37,27,0
2/13/18,49,27,0.16
1/3/17,35,27,0
12/21/17,41,27,0
2/19/18,37,28,0
2/26/18,46,28,0
1/16/17,47,28,0
12/12/17,48,28,0
2/25/17,45,29,0
12/20/17,45,29,0.07
1/24/17,44,29,0
12/9/17,44,29,0
2/1/17,45,29,0
1/1/18,45,29,0
2/7/17,40,30,0
12/8/17,44,30,0
2/10/18,46,30,0
2/12/18,47,30,0
1/3/18,48,30,0
2/28/17,49,31,0
2/6/17,39,31,0.39
1/1/17,38,31,0.16
12/26/17,39,31,0
12/10/17,48,31,0
12/7/17,52,31,0
2/24/17,46,32,0
2/14/17,59,32,0.23
1/10/17,40,32,0.1
12/25/17,35,32,0.07
2/18/18,41,32,0.03
1/23/17,48,32,0
3/19/17,53,32,0
2/5/17,41,33,0.68
2/27/17,43,33,0.46
3/4/18,48,33,0.07
2/23/17,45,33,0.03
11/4/17,42,33,0.01
1/31/17,45,33,0.01
2/22/17,47,33,0.01
12/27/17,40,33,0
1/2/18,44,33,0
2/12/17,50,33,0
12/14/17,50,33,0
3/3/18,50,33,0
1/20/17,53,33,0
1/25/17,44,34,0
2/3/17,40,34,0.66
1/8/17,46,34,0.56
1/4/18,48,34,0.13
12/16/17,46,34,0.1
1/9/17,44,34,0.06
2/25/18,46,34,0.06
3/4/17,46,34,0.03
12/31/17,44,34,0
12/5/17,47,34,0
2/11/18,47,34,0
11/6/17,48,34,0
12/13/17,49,34,0
2/13/17,54,34,0
11/3/17,44,35,0
3/6/17,45,35,0
1/29/17,49,35,0
3/5/17,46,35,0.11
2/24/18,45,35,0.03
1/19/18,47,35,0.02
2/15/18,45,35,0.01
12/4/17,43,35,0
11/21/17,58,36,1.26
2/8/17,40,36,0.76
2/27/18,50,36,0.51
3/18/17,57,36,0.47
3/7/17,44,36,0.46
2/26/17,43,36,0.26
3/2/18,47,36,0.16
1/22/17,47,36,0.12
12/22/17,42,36,0.06
12/15/17,45,36,0.02
3/1/18,51,36,0.02
2/11/17,49,36,0.01
4/9/17,56,36,0.01
11/10/17,52,36,0
1/27/17,54,36,0
1/28/17,54,36,0
3/6/18,54,36,0
10/31/17,60,36,0
3/17/17,49,37,0.77
2/4/17,46,37,0.71
1/18/18,53,37,0.67
1/25/18,45,37,0.12
2/14/18,44,37,0.09
3/7/18,49,37,0.05
4/11/17,56,37,0.01
12/6/17,52,37,0
10/14/17,57,37,0
11/20/17,51,38,0.49
11/19/17,52,38,0.38
1/22/18,48,38,0.14
11/11/17,51,38,0.14
1/19/17,50,38,0.13
1/15/18,62,38,0.07
3/8/17,44,38,0.03
3/31/17,56,38,0
1/31/18,47,39,0
10/13/17,57,39,0
1/23/18,46,39,0.8
3/9/17,51,39,0.53
2/28/18,47,39,0.37
2/20/17,46,39,0.2
1/26/18,43,39,0.18
2/19/17,48,39,0.12
12/28/17,50,39,0.09
12/3/17,46,39,0.04
1/21/17,52,39,0.04
1/30/18,50,39,0
3/9/18,51,39,0
1/14/18,55,39,0
10/15/17,62,39,0
3/20/17,53,40,0
2/9/17,57,40,1.55
1/17/17,46,40,1.52
12/2/17,45,40,0.61
3/8/18,53,40,0.45
4/10/17,54,40,0.35
3/23/17,58,40,0.25
2/21/17,48,40,0.22
12/30/17,48,40,0.08
4/8/17,52,40,0.06
1/20/18,50,40,0.05
2/9/18,51,40,0.05
3/5/18,48,40,0
11/27/17,51,40,0
3/16/17,54,40,0
4/3/17,54,40,0
10/30/17,63,40,0
10/9/17,64,40,0
12/19/17,51,41,1.14
3/3/17,51,41,0.59
1/27/18,50,41,0.56
3/11/17,53,41,0.28
2/17/18,51,41,0.25
11/25/17,51,41,0.22
1/21/18,52,41,0.22
12/1/17,50,41,0.21
11/2/17,51,41,0.08
2/10/17,49,41,0.06
4/2/17,55,41,0.05
4/14/17,52,41,0.02
11/18/17,54,41,0
4/15/17,58,41,0
10/16/17,63,41,0
10/28/17,66,41,0
2/17/17,56,42,0
1/11/18,51,42,0.88
12/18/17,51,42,0.69
5/6/17,59,42,0.43
1/7/18,46,42,0.4
1/24/18,50,42,0.39
1/17/18,57,42,0.38
11/30/17,47,42,0.26
1/6/18,48,42,0.23
11/26/17,57,42,0.2
1/8/18,50,42,0.11
1/10/18,46,42,0.1
3/2/17,49,42,0.07
2/16/18,49,42,0.07
1/30/17,47,42,0
1/26/17,48,42,0
10/5/17,68,42,0
3/1/17,50,43,0
10/11/17,58,43,0
11/15/17,54,43,0.64
2/1/18,47,43,0.57
1/9/18,48,43,0.29
11/9/17,50,43,0.27
5/12/17,56,43,0.19
2/18/17,46,43,0.13
4/13/17,55,43,0.13
11/8/17,56,43,0.13
11/16/17,46,43,0.08
2/8/18,54,43,0.08
11/14/17,55,43,0.07
4/29/17,58,43,0.06
1/28/18,57,43,0.03
4/27/17,58,43,0.02
11/29/17,52,43,0.01
12/17/17,52,43,0.01
3/30/17,55,43,0.01
11/17/17,50,43,0
2/6/18,50,43,0
4/16/17,66,43,0
4/21/17,66,43,0
10/3/17,68,43,0
3/22/17,57,44,0
12/29/17,55,44,1.37
1/18/17,53,44,1.21
1/29/18,52,44,0.89
11/28/17,47,44,0.57
1/5/18,51,44,0.39
3/26/17,50,44,0.31
1/16/18,56,44,0.18
5/16/17,54,44,0.14
5/2/17,63,44,0.13
10/20/17,54,44,0.11
4/4/17,62,44,0.09
3/27/17,55,44,0.08
4/28/17,60,44,0.06
3/10/17,53,44,0.02
3/25/17,53,44,0.01
10/29/17,58,44,0
10/6/17,65,44,0
10/4/17,68,44,0
1/13/18,58,45,0
4/20/17,60,45,0
10/8/17,62,45,0
3/15/17,52,45,0.71
3/24/17,57,45,0.45
10/19/17,55,45,0.41
4/19/17,57,45,0.38
5/15/17,53,45,0.28
4/23/17,54,45,0.21
10/12/17,50,45,0.15
3/28/17,54,45,0.08
3/12/17,53,45,0.02
2/2/18,55,45,0.02
4/24/17,58,45,0.02
2/15/17,52,46,1.65
11/13/17,54,46,0.61
11/12/17,57,46,0.57
3/29/17,56,46,0.41
5/11/17,61,46,0.38
10/21/17,59,46,0.19
3/21/17,57,46,0.17
5/13/17,58,46,0.08
5/1/17,51,46,0.07
4/26/17,59,46,0.04
10/10/17,58,46,0.01
5/7/17,62,46,0
10/2/17,63,46,0
5/8/17,65,46,0
5/9/17,70,46,0
9/15/17,75,46,0
2/5/18,51,47,0
11/24/17,53,47,0
10/18/17,65,47,1.04
4/12/17,60,47,0.87
2/16/17,54,47,0.46
4/7/17,60,47,0.37
4/18/17,61,47,0.22
4/22/17,63,47,0.13
4/1/17,57,47,0.06
4/30/17,58,47,0.05
5/17/17,60,47,0
5/25/17,70,47,0
6/5/17,71,47,0
10/1/17,62,48,0
3/13/17,54,48,0.51
4/6/17,60,48,0.27
1/12/18,53,48,0.1
10/17/17,61,48,0.05
4/25/17,56,48,0.01
5/14/17,59,48,0.01
2/7/18,55,48,0
11/1/17,56,48,0
5/24/17,63,48,0
10/23/17,64,48,0
10/27/17,64,48,0
5/18/17,65,48,0
6/10/17,66,48,0
4/5/17,55,49,0.51
3/14/17,58,49,0.36
5/5/17,61,49,0.19
2/3/18,52,49,0.11
11/23/17,60,49,0.1
10/7/17,62,49,0.08
10/22/17,61,49,0.04
2/4/18,57,49,0.02
10/26/17,60,49,0
9/24/17,72,49,0
9/16/17,74,50,0
9/19/17,61,50,0.27
9/21/17,64,51,0
9/18/17,63,51,0.17
4/17/17,61,51,0.06
9/20/17,60,51,0.04
9/22/17,68,51,0
9/11/17,80,51,0
6/9/17,64,52,0
6/17/17,64,52,0.01
6/13/17,64,52,0
6/14/17,65,52,0
6/16/17,68,52,0
6/11/17,70,52,0
5/10/17,72,52,0
5/19/17,72,52,0
5/23/17,80,52,0
5/30/17,59,53,0
9/17/17,65,53,0.06
5/31/17,72,53,0.05
6/12/17,65,53,0
6/4/17,67,53,0
5/29/17,74,53,0
6/22/17,74,53,0
5/21/17,75,53,0
7/4/17,78,53,0
5/26/17,79,53,0
6/15/17,62,54,0.9
11/22/17,68,54,0.56
5/4/17,75,54,0.36
9/30/17,65,54,0.03
